"October 2020 : UK Category Changes","","","","","","","","","",""
"","","","","","","","","","",""
"Change Type","Count","","","","","","","","",""
"New","276","","","","","","","","",""
"Retired","405","","","","","","","","",""
"Rename","176","","","","","","","","",""
"Move","52","","","","","","","","",""
"Move & Rename","23","","","","","","","","",""
"Total","932","","","","","","","","",""
"","","","","","","","","","",""
"Category Name","","","","","","","","Category ID","Comments","Actions Required"
"+","Antiques","","","","","","","20081","",""
"+","Art","","","","","","","550","",""
"","","","","Electric Toothbrush Heads","","","","99654","Moved from [Oral Care-31769]",""
"","","","Breath Fresheners","","","","","260779","New Category",""
"","","","Teething Pain Relief","","","","","159757","Renamed from [Children's Oral Care]",""
"","","","Dental Floss & Flossers","","","","","159758","",""
"","","","Dental Guards","","","","","260780","New Category",""
"","","","Denture Care","","","","","48080","",""
"","","","Temporary Teeth & Supplies","","","","","260781","New Category",""
"","","","Manual Toothbrushes","","","","","67421","",""
"","","","Mouthwash","","","","","180266","",""
"","","","Teeth Whitening","","","","","113913","",""
"","","","Tongue Cleaners","","","","","180267","",""
"","","","Toothpaste","","","","","67422","",""
"","","","Other Dental Care","","","","","11843","All listings are being moved into [Temporary Teeth & Supplies - 260781].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Orthodontic Care","","","","","260782","New Category",""
"","-","Salon & Spa","","","","","","177731","",""
"","","","Backwash Units & Shampoo Bowls","","","","","117338","",""
"","","","Capes & Gowns","","","","","96428","",""
"","","","Hair & Make-Up Mannequins","","","","","177732","",""
"","","","Magnifying Lamps","","","","","177733","",""
"","","","Professional Facial Machines","","","","","177734","",""
"","","","Professional Styling Tools","","","","","177735","All listings are being moved into [Scissors & Shears - 101915].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Wax Heaters","","","","","177736","Renamed from [Professional Waxing Warmers]",""
"","","","Rolling Cosmetic Boxes","","","","","75053","",""
"","","","Salon Dryers & Steamers","","","","","177737","Renamed from [Salon Tables, Chairs & Dryers]",""
"","","","Scissors & Shears","","","","","101915","",""
"","","","Towel Warmers & Sterilisers","","","","","177739","",""
"","","","Stylist Stations & Furniture","","","","","177738","",""
"","","","Salon & Spa Supplies","","","","","177740","Renamed from [Supplies & Accessories]",""
"","","","Other Salon & Spa","","","","","177741","All listings are being moved into [Salon & Spa Supplies - 177740].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","-","Shaving & Hair Removal","","","","","","31762","",""
"","","","Aftershave","","","","","47920","Renamed from [Aftershave & Pre-Shave]",""
"","","-","Electric Shaving & Hair Removal","","","","","260783","New Category",""
"","","","","Clippers & Trimmers","","","","67408","Moved from [Shaving & Hair Removal-31762]",""
"","","","-","Electric Shavers","","","","180512","Moved from [Shaving & Hair Removal-31762]",""
"","","","","","Men's Shavers","","","11844","",""
"","","","","","Women's Shavers","","","106317","",""
"","","","","","Shaver Accessories","","","139844","Renamed from [Replacement Parts/Accessories]",""
"","","","","","Shaver Parts","","","159789","Moved from [Shaving & Hair Removal-31762] Renamed from [Clipper & Trimmer Parts]",""
"","","","","Epilators & Electrolysis","","","","37802","Moved from [Shaving & Hair Removal-31762]",""
"","","","","Laser Hair Removal & IPL","","","","159795","Moved from [Shaving & Hair Removal-31762]",""
"","","","Hair Removal Creams & Sprays","","","","","47925","",""
"","","+","Razors & Razor Blades","","","","","179841","",""
"","","","Shaving & Grooming Kits","","","","","106315","",""
"","","","Shaving Brushes & Mugs","","","","","168191","",""
"","","","Shaving Creams, Foams & Gels","","","","","31763","",""
"","","","Straight Razors","","","","","159756","All listings are being moved into [Men's Razors - 47921].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Tweezers","","","","","67416","",""
"","","","Hair Removal Wax","","","","","260785","New Category",""
"","","","Waxing Supplies","","","","","82565","",""
"","","","Other Shaving & Hair Removal","","","","","11840","All listings are being moved into [Shaver Accessories - 139844].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","-","Sun Care & Tanning","","","","","","31772","",""
"","","","After Sun Skin Care","","","","","74996","",""
"","","","Airbrush Tanning Systems & Kits","","","","","180921","Renamed from [Airbrush Tanning Kits]",""
"","","","Airbrush Tanning Parts","","","","","260790","New Category",""
"","","","Airbrush Tanning Solutions","","","","","260791","New Category",""
"","","","Airbrush Tanning Compressors","","","","","180922","Renamed from [Airbrush Compressors & Guns]",""
"","","","Airbrush Tents","","","","","180923","",""
"","","","Fake Tanning Products","","","","","31773","",""
"","","","Sun Bed & Booth Parts","","","","","50102","Renamed from [Sun Bed Lamps, Bulbs]",""
"","","","Sun Beds & Booths","","","","","50101","",""
"","","","Sunscreens & Sunblocks","","","","","31774","",""
"","","","Tanning Body Stickers","","","","","180919","",""
"","","","Tanning Disposables","","","","","180920","",""
"","","","Tanning Lotions","","","","","31776","",""
"","","","Other Sun Care & Tanning","","","","","29583","All listings are being moved into [Tanning Lotions - 31776].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","-","Tattoos & Body Art","","","","","","33914","",""
"","","","Piercing Supplies","","","","","33916","Renamed from [Piercing Kits & Supplies]",""
"","","","Tattoo Supplies","","","","","33918","All listings are being moved into [Other Tattoos & Body Art - 16705].","Before 6 October: If you would like your listings to be moved into an appropriate category, please use the applicable eBay recommended item specifics."
"","","","Piercing Kits","","","","","260793","New Category",""
"","","","Tattoo Machines","","","","","33917","Renamed from [Tattoo Machines & Parts]",""
"","","","Tattoo Machine Parts","","","","","260794","New Category",""
"","","","Tattoo Needles","","","","","179276","Renamed from [Tattoo Needles, Grips & Tips]",""
"","","","Tattoo Grips","","","","","260795","New Category",""
"","","","Tattoo Tips","","","","","260796","New Category",""
"","","","Tattoo Removal Machines","","","","","168192","",""
"","","-","Tattoo Supplies","","","","","260797","New Category",""
"","","","","Tattoo Stencils & Accessories","","","","179277","New Category",""
"","","","","Tattoo Flash","","","","33915","Moved from [Tattoos & Body Art-33914]",""
"","","","","Tattoo Inks","","","","57586","Moved from [Tattoos & Body Art-33914]",""
"","","","Tattoo Complete Kits","","","","","57589","",""
"","","","Numbing Creams & Aftercare","","","","","260798","New Category",""
"","","-","Temporary Tattoos","","","","","260799","New Category",""
"","","","","Henna","","","","60890","Moved from [Tattoos & Body Art-33914]",""
"","","","","Press-on Tattoos","","","","33919","Moved from [Tattoos & Body Art-33914] Renamed from [Temporary Tattoos]",""
"","","","Other Tattoos & Body Art","","","","","16705","",""
"","-","Vision Care","","","","","","31414","",""
"","","","Contact Lens Care Solutions","","","","","31289","",""
"","","","Contact Lens Storage & Equipment","","","","","110235","Renamed from [Contact Lens Cases]",""
"","","","Eye Drops & Wash","","","","","122773","",""
"","","","Eyepatches & Glasses Patches","","","","","180958","",""
"","","","Glasses Cases & Storage","","","","","116183","Renamed from [Glasses Cases]",""
"","","","Glasses Straps, Cords & Grips","","","","","31287","Renamed from [Glasses Chains & Cords]",""
"","","","Glasses Cleaning Tools & Supplies","","","","","127470","Renamed from [Glasses Cloths & Sprays]",""
"","","","Glasses Frames","","","","","180957","",""
"","","","Eyeglasses Parts","","","","","260800","New Category",""
"","","","Eyeglass Repair","","","","","260801","New Category",""
"","","","Low Vision Magnifiers","","","","","67678","",""
"","","","Reading Glasses","","","","","67670","",""
"","","","Replacement Lenses","","","","","30368","",""
"","","","Special Purpose Glasses","","","","","31416","Renamed from [Other Vision Care]",""
"","-","Vitamins & Lifestyle Supplements","","","","","","180959","Renamed from [Vitamins & Dietary Supplements]",""
"","","","Dietary Supplements","","","","","180960","",""
"","","+","Dietary Supplement Accessories","","","","","184490","",""
"","","","Endurance & Energy Bars, Shakes & Pills","","","","","1278","",""
"","","","Herbs & Botanicals","","","","","19260","All listings are being moved into [Herbal Remedies & Resins - 180954].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","-","Sports Supplements","","","","","97033","Moved from [Fitness, Running & Yoga-15273]",""
"","","","","Diet & Weight Loss","","","","21561","",""
"","","","","Energy & Hydration","","","","180094","",""
"","","","","Protein Shakes & Bodybuilding","","","","97034","",""
"","","","","Vitamins & Minerals","","","","97035","All listings are being moved into [11776].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Other Sports Supplements","","","","97036","All listings are being moved into [Diet & Weight Loss - 21561].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Vitamins & Minerals","","","","","11776","",""
"","","-","Weight Management","","","","","31817","",""
"","","","","Appetite Control & Suppressants","","","","181008","Renamed from [Appetite Control, Suppressants]",""
"","","","","Body Fat Analysers","","","","45735","",""
"","","","","Detox & Cleansers","","","","159731","The Category ID is being changed to [260817].","Please update your category ID accordingly."
"","","","","Detox & Cleansers","","","","260817","New Category",""
"","","","","Fat Burners","","","","181009","",""
"","","","","Meal Replacement Drinks","","","","31821","",""
"","","","","Scales","","","","77305","",""
"","","","","Weight Loss Accessories","","","","36455","Renamed from [Weight Loss Kits & Accs]",""
"","","","","Weight Loss Programme Foods","","","","82616","",""
"","","","","Weight Loss Supplements","","","","181007","",""
"","","","","Other Diet & Weight Loss","","","","11781","All listings are being moved into [Fat Burners - 181009].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Other Vitamins & Supplements","","","","","19262","",""
"","-","Electronic Smoking, Parts & Accs","","","","","","183497","Renamed from [E-Cigarettes, Vapes & Accs]",""
"","","","E-Cigarettes, Vapes & Mods","","","","","183498","",""
"","","","E-Liquids & E-Cig Cartridges","","","","","183499","",""
"","","-","E-Cigarette & Vape Parts","","","","","260802","New Category",""
"","","","","E-Cigarette & Vape Tanks","","","","260803","New Category",""
"","","","","E-Cigarette & Vape Batteries","","","","260804","New Category",""
"","","","","E-Cigarette & Vape Coils","","","","260805","New Category",""
"","","","","Other E-Cigarette & Vape Parts","","","","183500","Moved from [E-Cigarettes, Vapes & Accs-183497] Renamed from [E-Cigarette & Vape Parts]",""
"","","","E-Cigarette & Vape Accessories","","","","","183705","",""
"","","","Other Vape & E-Cig Supplies","","","","","183501","All listings are being moved into [E-Liquids & E-Cig Cartridges - 183499].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","Other Health & Beauty","","","","","","1277","",""
"+","Holidays & Travel","","","","","","","3252","",""
"-","Home, Furniture & DIY","","","","","","","11700","",""
"","-","Appliances","","","","","","20710","",""
"","","+","Coffee, Tea & Espresso Makers","","","","","38250","",""
"","","+","Cookers, Ovens & Hobs","","","","","43563","",""
"","","+","Dishwashing","","","","","260307","",""
"","","-","Fridges & Freezers","","","","","71258","",""
"","","","","Freezers","","","","71260","",""
"","","","","Fridges","","","","71262","",""
"","","","","Kegerators","","","","155678","",""
"","","","","Fridge Freezers","","","","20713","",""
"","","","","Wine Cabinets & Fridges","","","","177750","Renamed from [Wine Cabinets/Fridges]",""
"","","","","Fridge & Freezer Parts","","","","184666","Renamed from [Fridge and Freezer Parts]",""
"","","+","Ironing & Vacuuming","","","","","45733","",""
"","","+","Small Kitchen Appliances","","","","","20667","",""
"","","+","Washing Machines & Dryers","","","","","42231","",""
"","","","Other Appliances","","","","","20715","",""
"","+","Bath","","","","","","26677","",""
"","+","Bedding","","","","","","20444","",""
"","+","Celebrations & Occasions","","","","","","16086","",""
"","+","Children's Home & Furniture","","","","","","176988","",""
"","+","Clocks","","","","","","258031","",""
"","+","Cookware, Dining & Bar","","","","","","20625","",""
"","+","Curtains, Blinds & Accessories","","","","","","63514","",""
"","-","DIY Materials","","","","","","3187","",""
"","","","Bricks, Stones & Concrete Blocks","","","","","59032","",""
"","","","Building Plans & Blueprints","","","","","42130","",""
"","","+","Cabinet Hardware","","","","","41971","",""
"","","+","Cladding & Outdoor Trim","","","","","259243","",""
"","","+","Doors & Door Hardware","","","","","41976","",""
"","","-","Electrical Supplies","","","","","259482","",""
"","","","+","Alternative Energy Supplies","","","","41979","",""
"","","","+","Electrical Sockets, Switches & Accessories","","","","259273","",""
"","","","-","Electrical Panels, Boxes & Circuit Breakers","","","","259483","",""
"","","","","","Circuit Breakers","","","259485","",""
"","","","","","Electrical Boxes","","","259487","",""
"","","","","","Electrical Panels & Load Centers","","","259488","",""
"","","","","","Fuses","","","259486","",""
"","","","","","Electrical Panel & Circuit Breaker Parts","","","259489","",""
"","","","","","Electrical Panel & Circuit Breaker Accessories","","","259310","",""
"","","","","Electrical Wires & Cables","","","","259293","",""
"","","","+","Electrical Wire & Cable Accessories","","","","259294","",""
"","","","+","Extension Leads & Accessories","","","","259490","",""
"","","","Expanding Foam","","","","","169182","",""
"","","-","Flooring & Tiles","","","","","180983","",""
"","","","","Cork Flooring","","","","259868","",""
"","","","","Floor & Wall Tiles","","","","45800","",""
"","","","","Floor Tile Medallions","","","","259163","",""
"","","","","Garage Flooring","","","","259164","",""
"","","","","Laminate Flooring","","","","259165","",""
"","","","","Vinyl Flooring","","","","259166","",""
"","","","","Wood Flooring","","","","84221","",""
"","","","","Floor Transitions","","","","259167","",""
"","","","","Flooring Underlayment","","","","130118","",""
"","","","","Tiling Accessories","","","","130122","",""
"","","","","Other Flooring & Tiles","","","","20604","",""
"","","-","Garage Doors & Openers","","","","","180972","",""
"","","","","Garage Doors","","","","115699","",""
"","","","","Garage Door Bearings & Bearing Plates","","","","259169","",""
"","","","","Garage Door Cables & Pulls","","","","259170","",""
"","","","","Garage Door Handling & Locks","","","","259172","",""
"","","","","Garage Door Hinges","","","","259173","",""
"","","","","Garage Door Keypads","","","","259174","",""
"","","","","Garage Door Rollers, Sensors & Springs","","","","259175","",""
"","","","","Garage Door Screens","","","","259176","",""
"","","","","Garage Door Seals & Weather Stripping","","","","259177","",""
"","","","","Garage Door Parts","","","","179687","",""
"","","","","Garage Door Remotes","","","","85899","",""
"","","","","Opener Systems","","","","85898","",""
"","","","","Opener Parts","","","","179688","",""
"","","","","Opener Accessories","","","","260529","",""
"","","","","Other Garage Door Equipment","","","","180973","",""
"","","","Glue & Adhesives","","","","","83847","",""
"","","-","Gutters, Gutter Guards & Downspouts","","","","","259231","",""
"","","","","Gutter Components","","","","259232","",""
"","","","","Gutter Guards","","","","259233","",""
"","","","","Downspout Extensions","","","","259234","",""
"","","","","Gutter Accessories","","","","259235","",""
"","","-","Insulation","","","","","124982","",""
"","","","","Insulation Material","","","","260506","",""
"","","","","Insulation Accessories","","","","260507","",""
"","","-","Letterboxes, Slots & Hardware","","","","","259223","",""
"","","","","Letterboxes & Slots","","","","259224","",""
"","","","","Letterbox Hardware","","","","259184","",""
"","","","Lettering & Numbering Hardware","","","","","259222","",""
"","","","Liquid Cleaners","","","","","30526","",""
"","","","Mortar, Cement, Plaster & Stucco","","","","","30524","",""
"","","-","Moulding & Millwork","","","","","259249","",""
"","","","","Accents & Trim","","","","259250","",""
"","","","","Corbels & Supports","","","","259337","",""
"","","","","Dado Rails","","","","259252","",""
"","","","","Picture Rails","","","","259253","",""
"","","","","Skirting Boards","","","","259251","",""
"","","","","Window & Door Trim","","","","259254","",""
"","","","","Wood Applique","","","","259255","",""
"","","-","Nails, Screws & Fasteners","","","","","180974","",""
"","","","","Braces & Brackets","","","","45816","",""
"","","","","Hooks & Eyes","","","","130126","",""
"","","","","Nails","","","","30541","",""
"","","","","Nuts","","","","125034","",""
"","","","","Pins","","","","180975","",""
"","","","","Rivets","","","","125033","",""
"","","","","Screws & Bolts","","","","180976","",""
"","","","","Wall Plugs & Fixings","","","","83852","",""
"","","","","Washers","","","","180977","",""
"","","","","Fastener Assortments","","","","180978","",""
"","","","","Other Fasteners","","","","170412","",""
"","","-","Paint Sprayers & Accessories","","","","","259207","",""
"","","","","Filters & Screens","","","","259212","",""
"","","","","Hoses","","","","259210","",""
"","","","","Paint Sprayers","","","","260160","",""
"","","","","Pressure Rollers","","","","259216","",""
"","","","","Spray Gun Attachments, Tips & Tip Guards","","","","260638","",""
"","","","","Spray Gun Extensions","","","","259213","",""
"","","","","Paint Sprayer Parts","","","","260639","",""
"","","-","Paint, Stain & Varnish","","","","","180979","",""
"","","","","Interior & Exterior Paint","","","","180164","",""
"","","","","Furniture & Specialty Paint","","","","259186","",""
"","","","","Lacquers","","","","259187","",""
"","","","","Paint Primers","","","","126191","",""
"","","","","Polyurethanes","","","","259188","",""
"","","","","Sealants & Waterproofers","","","","259189","",""
"","","","","Shellac","","","","259190","",""
"","","","","Stains","","","","259191","",""
"","","","","Strippers & Removers","","","","259192","",""
"","","","","Varnishes","","","","259193","",""
"","","","","Wood Conditioners, Finishes & Oils","","","","259194","",""
"","","","","Wood Wax","","","","259195","",""
"","","","","Other Paint, Stain & Varnish","","","","180980","",""
"","","-","Painting Supplies","","","","","41989","",""
"","","","","Masking Tape & Painter's Tape","","","","259202","",""
"","","","","Paint Brushes & Paint Sponges","","","","41990","",""
"","","","","Paint Buckets, Cups & Trays","","","","259198","",""
"","","","","Paint Equipment Cleaning Supplies","","","","259199","",""
"","","","","Painter's Plastic, Sheeting & Drop Cloths","","","","259201","",""
"","","","","Paint Mixers & Stirrers","","","","259200","",""
"","","","","Paint Rollers","","","","259203","",""
"","","","","Paint Thinner & Solvents","","","","30554","",""
"","","","","Poles & Extension Poles","","","","259205","",""
"","","","","Sandpaper & Sanding Sheets","","","","259206","",""
"","","","","Wall Repair Kits & Wall Repair Supplies","","","","260640","",""
"","","","","Other Home Painting Supplies","","","","98841","",""
"","","-","Plasterboard Construction","","","","","125008","",""
"","","","","Plasterboards","","","","125010","",""
"","","","","Inspection Flaps & Doors","","","","30527","",""
"","","-","Roofing, Tiles & Shingles","","","","","259225","Renamed from [Roofing Tiles & Shingles]",""
"","","","","Roof Flashing","","","","259226","",""
"","","","","Roof Sheets & Panels","","","","259229","",""
"","","","","Roof Tiles & Shingles","","","","259228","",""
"","","","","Roof Underlayment","","","","259230","",""
"","","","Sealants","","","","","124975","",""
"","","+","Stairs & Railing","","","","","259236","",""
"","","+","Timber & Composites","","","","","180969","",""
"","","+","Wallpaper, Tools & Accessories","","","","","180981","",""
"","","+","Windows & Window Hardware","","","","","180113","",""
"","","","Other DIY Materials","","","","","20594","",""
"","-","DIY Tools & Workshop Equipment","","","","","","631","",""
"","","+","Air Tools & Air Compressors","","","","","85759","",""
"","","-","Power Tools","","","","","3247","",""
"","","","","Buffers & Polishers","","","","42266","",""
"","","","","Corded Drills","","","","184654","",""
"","","","","Cordless Drills","","","","184655","",""
"","","","","Drill Presses","","","","71296","",""
"","","","","Generators","","","","33082","",""
"","","","","Generator Parts","","","","261013","New Category",""
"","","","","Glue Guns","","","","260165","",""
"","","","","Grinders","","","","42275","",""
"","","","","Grout Mixers","","","","260635","",""
"","","","","Heat Guns","","","","66797","",""
"","","","","Impact Drivers","","","","168134","",""
"","","","","Impact Wrenches","","","","168135","",""
"","","","","Lathes","","","","260166","",""
"","","","","Nail & Staple Guns","","","","122828","",""
"","","","","Oscillating Tools","","","","260167","",""
"","","","","Planers","","","","177002","",""
"","","","","Rotary Tools","","","","177003","",""
"","","","","Routers & Jointers","","","","122829","",""
"","","","","Sanders","","","","42284","",""
"","","","","Powder-Actuated Tools","","","","260168","",""
"","","","+","Power Saws","","","","260169","",""
"","","","","Screw Guns & Screwdrivers","","","","122839","",""
"","","","","Shears & Nibblers","","","","260175","",""
"","","","","Welding & Soldering Tools","","","","46413","",""
"","","","","Winches","","","","66798","",""
"","","","","Power Tool Sets","","","","177000","",""
"","","","","Other Power Tools","","","","632","",""
"","","+","Power Tool & Air Tool Accessories","","","","","260176","",""
"","","","Power Tool & Air Tool Replacement Parts","","","","","260220","",""
"","","+","Hand Tools","","","","","3244","",""
"","","","Hand Tool Accessories","","","","","260231","",""
"","","","Hand Tool Replacement Parts","","","","","260232","",""
"","","","Manuals & Guides","","","","","171208","",""
"","","-","Measuring & Layout Tools","","","","","29523","",""
"","","","","Calipers","","","","29525","",""
"","","","","Chalk Lines & Marking Tools","","","","178968","",""
"","","","","Electrical Testers","","","","126406","",""
"","","","","Laser Measuring Tools","","","","126396","",""
"","","","","Levels","","","","42629","",""
"","","","","Measuring Tapes & Rulers","","","","29524","",""
"","","","","Meters, Sensors & Probes","","","","42291","",""
"","","","","Plumb Bobs","","","","178969","",""
"","","","","Scales","","","","42628","",""
"","","","","Squares","","","","42253","",""
"","","","","Thermometers","","","","130115","",""
"","","","","Weather Stations","","","","48624","Moved from [Garden Ornaments-20498]",""
"","","","","Other Measuring & Layout Tools","","","","42632","",""
"","","+","Safety & Protective Gear","","","","","43614","",""
"","","+","Tool Boxes & Storage","","","","","130140","",""
"","","+","Workshop Equipment","","","","","42622","",""
"","","","Other DIY Tools & Workshop Equipment","","","","","11704","",""
"","+","Fireplaces & Stoves","","","","","","38219","",""
"","+","Food & Drink","","","","","","14308","",""
"","+","Furniture","","","","","","3197","",""
"","+","Heating, Cooling & Air","","","","","","69197","",""
"","+","Home Décor","","","","","","10033","",""
"","+","Home Security","","","","","","41968","",""
"","+","Household & Laundry Supplies","","","","","","299","",""
"","+","Kitchen","","","","","","177073","",""
"","+","Lighting","","","","","","20697","",""
"","+","Luggage & Travel Accessories","","","","","","157967","",""
"","+","Metaphysical & New Age","","","","","","19266","",""
"","+","Plumbing & Fixtures","","","","","","20601","",""
"","+","Rugs & Carpets","","","","","","20571","",""
"","+","Smart Home & Surveillance","","","","","","185066","",""
"","+","Stationery & School Equipment","","","","","","16092","",""
"","+","Storage Solutions","","","","","","43502","",""
"","+","Wedding Supplies","","","","","","11827","",""
"","","Other Home, Furniture & DIY","","","","","","181076","",""
"+","Jewellery & Watches","","","","","","","281","",""
"+","Mobile Phones & Communication","","","","","","","15032","",""
"+","Music","","","","","","","11233","",""
"-","Musical Instruments","","","","","","","619","",""
"","+","Accessories & Equipment","","","","","","180008","",""
"","+","Brass","","","","","","16212","",""
"","-","Guitars & Basses","","","","","","3858","",""
"","","","Acoustic Guitars","","","","","33021","",""
"","","","Bass Guitars","","","","","4713","",""
"","","-","Beginner Packages","","","","","84659","This Category is being retired.",""
"","","","","Acoustic Guitar","","","","47066","All listings are being moved into [Acoustic Guitars - 33021].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Bass Guitar","","","","64398","All listings are being moved into [Bass Guitars - 4713].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Electric Guitar","","","","47074","All listings are being moved into [Electric Guitars - 33034].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","Cigar Box Guitars","","","","","181221","",""
"","","","Classical Guitars","","","","","119544","",""
"","","","Electric Guitars","","","","","33034","",""
"","","","Electro-Acoustic Guitars","","","","","22966","",""
"","","","Guitar Amplifiers","","","","","38072","",""
"","","","Guitar Building & Luthier Supplies","","","","","47067","Renamed from [Guitar Builder/Luthier Supply]",""
"","","","Lap & Pedal Steel Guitars","","","","","181220","",""
"","","","Resonators","","","","","181219","Renamed from [Resonator]",""
"","","","Travel Guitars","","","","","159948","",""
"","","-","Parts & Accessories","","","","","180009","",""
"","","","","Amplifier Parts","","","","183389","Renamed from [Amplifier Parts & Accessories]",""
"","","","","Cables & Leads","","","","47075","Renamed from [Cables/Leads]",""
"","","","","Capos","","","","33050","",""
"","","","","Cases","","","","41408","Renamed from [Cases & Bags]",""
"","","","+","Effects Pedals","","","","181222","",""
"","","","","Footrests","","","","148640","",""
"","","","-","Guitar & Bass Parts","","","","181223","Renamed from [Guitar Parts]",""
"","","","","","Bodies","","","41406","",""
"","","","","","Bridges","","","41407","",""
"","","","","","Capacitors","","","170605","",""
"","","","","","Knobs, Jacks & Switches","","","47076","Renamed from [Knobs, Jacks, Switches]",""
"","","","","","Necks","","","41423","",""
"","","","","","Nuts","","","101976","",""
"","","","","","Pickguards","","","41424","",""
"","","","","","Pickups","","","22670","",""
"","","","","","Plates","","","85856","",""
"","","","","","Saddles","","","101977","",""
"","","","","","Tremolos","","","148648","",""
"","","","","","Tuning Pegs","","","41434","",""
"","","","","","Other Guitar & Bass Parts","","","46678","Renamed from [Other Guitar Parts]",""
"","","","","Plectrums/Picks","","","","46682","",""
"","","","","Polishes & Cleaners","","","","46680","",""
"","","","","Slides","","","","85857","",""
"","","","","Stands & Hangers","","","","22671","",""
"","","","","Straps","","","","46677","",""
"","","","","Strings","","","","41431","",""
"","","","","Tuners","","","","22672","",""
"","","","","Other Guitar & Bass Accessories","","","","7266","Renamed from [Other Accessories]",""
"","","","Other Guitars","","","","","621","",""
"","+","Instruction Books & Media","","","","","","182150","",""
"","+","Keyboards & Pianos","","","","","","180010","",""
"","+","Percussion","","","","","","180012","",""
"","+","Pro Audio Equipment","","","","","","180014","",""
"","+","Sheet Music & Song Books","","","","","","180015","",""
"","+","String","","","","","","180016","",""
"","+","Wind & Woodwind","","","","","","10181","",""
"","+","Vintage Musical Instruments","","","","","","181162","",""
"","","Other Musical Instruments","","","","","","308","",""
"+","Pet Supplies","","","","","","","1281","",""
"+","Pottery, Porcelain & Glass","","","","","","","870","",""
"+","Property","","","","","","","10542","",""
"+","Sound & Vision","","","","","","","293","",""
"-","Sporting Goods","","","","","","","888","",""
"","+","American Football","","","","","","21214","",""
"","+","Archery","","","","","","20835","",""
"","+","Badminton","","","","","","106460","",""
"","+","Baseball","","","","","","16021","",""
"","+","Basketball","","","","","","21194","",""
"","+","Bowling (Ten-Pin)","","","","","","20846","",""
"","+","Bowls","","","","","","117103","",""
"","+","Boxing","","","","","","30100","",""
"","+","Camping & Hiking","","","","","","16034","",""
"","+","Canoeing & Kayaking","","","","","","36121","",""
"","+","Climbing/ Mountaineering","","","","","","30105","",""
"","+","Cricket","","","","","","21557","",""
"","+","Cycling","","","","","","7294","",""
"","+","Darts","","","","","","72575","",""
"","+","Disc Golf","","","","","","184355","",""
"","+","Equestrian","","","","","","3153","",""
"","-","Fishing","","","","","","1492","",""
"","","-","Anglers' Equipment","","","","","179985","",""
"","","","","Bait Boats","","","","180129","",""
"","","","","Bait Buckets","","","","179986","",""
"","","","","Barrows & Trolleys","","","","179993","",""
"","","","","Belts & Harnesses","","","","179989","",""
"","","","","Bite Alarms","","","","72638","",""
"","","","","Bivvies & Shelters","","","","72670","Renamed from [Bivvies, Shelters & Umbrellas]",""
"","","","","Boat Accessories","","","","180130","All listings are being moved into [Accessories - 15263].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Catapults & Bait Throwers","","","","180131","",""
"","","","","Chairs & Bed Chairs","","","","19985","",""
"","","","","Cooking Equipment","","","","179990","All listings are being moved into [Frying & Grill Pans - 98845].","After 8 October: As a result of this category change, existing item specifics are likely to change. Please update your listings with the new item specifics after the category changes for optimal visibility."
"","","","","Decals, Stickers & Patches","","","","179988","New Category",""
"","","","","Downrigger & Outrigger Gear","","","","36151","",""
"","","","","Fish Baskets & Storage","","","","179999","",""
"","","","","Float Tubes","","","","179995","All listings are being moved into [Other Equipment - 27414].","Before 6 October: If you would like your listings to be moved into an appropriate category, please use the applicable eBay recommended item specifics."
"","","","","Fishing Spears & Gaffs","","","","179994","New Category",""
"","","","","Fly Fishing Accessories","","","","87098","",""
"","","","","Ice Fishing Accessories","","","","179996","New Category",""
"","","","","Lighting","","","","123489","",""
"","","","","Nets","","","","81458","",""
